"year"	"sex"	"name"	"n"	"prop"
1892	"F"	"Minnie"	2609	0.0115996283139413
1892	"F"	"Bessie"	2541	0.0112972999408681
1892	"M"	"Harry"	2460	0.0187136282378
1892	"M"	"Henry"	2452	0.0186527709101974
1892	"M"	"Edward"	2416	0.0183789129359857
1892	"M"	"Thomas"	2413	0.0183560914381347
1892	"F"	"Alice"	2373	0.0105503710191578
1892	"F"	"Annie"	2348	0.0104392208819986
1892	"F"	"Grace"	2299	0.0102213666131664
1892	"F"	"Ida"	2259	0.0100435263937116
1892	"M"	"Walter"	2229	0.0169563729032749
1892	"F"	"Edna"	2218	0.00986124016877037
1892	"F"	"Mabel"	2170	0.00964783190542457
1892	"F"	"Lillian"	2154	0.00957669581764264
1892	"F"	"Marie"	2066	0.00918544733484201
1892	"F"	"Rose"	2023	0.00899426909892807
1892	"F"	"Gertrude"	1924	0.00855411455577736
1892	"F"	"Martha"	1915	0.00851410050640002
1892	"F"	"Hazel"	1897	0.00843407240764535
1892	"F"	"Pearl"	1831	0.00814063604554488
1892	"F"	"Ella"	1808	0.00803837791935835
1892	"F"	"Sarah"	1799	0.00799836386998102
1892	"M"	"Arthur"	1768	0.013449469400175
1892	"F"	"Laura"	1744	0.00775383356823062
1892	"F"	"Nellie"	1738	0.0077271575353124
1892	"F"	"Frances"	1670	0.00742482916223919
1892	"F"	"Myrtle"	1666	0.0074070451402937
1892	"M"	"Fred"	1628	0.0123844661671294
1892	"F"	"Edith"	1625	0.0072247589153525
1892	"F"	"Eva"	1611	0.00716251483854331
1892	"F"	"Carrie"	1588	0.00706025671235678
1892	"F"	"Lillie"	1503	0.00668234624601527
1892	"M"	"Albert"	1500	0.0114107489254878
1892	"F"	"Elsie"	1489	0.00662010216920608
1892	"F"	"Louise"	1447	0.0064333699387785
1892	"F"	"Cora"	1419	0.00630888178516012
1892	"F"	"Hattie"	1363	0.00605990547792336
1892	"F"	"Julia"	1360	0.00604656746146425
1892	"F"	"Catherine"	1334	0.00593097131881861
1892	"F"	"Agnes"	1328	0.00590429528590038
1892	"F"	"Mattie"	1303	0.00579314514874111
1892	"M"	"Clarence"	1276	0.00970674375261496
1892	"F"	"Maude"	1270	0.00564642696769088
1892	"F"	"Jessie"	1246	0.00553972283601798
1892	"F"	"Lena"	1234	0.00548637077018153
1892	"F"	"Jennie"	1212	0.00538855864948137
1892	"F"	"Josephine"	1211	0.005384112643995
1892	"F"	"Ada"	1134	0.00504177022154445
1892	"F"	"Irene"	1107	0.00492172807341244
1892	"F"	"Mae"	1101	0.00489505204049422
1892	"F"	"Lula"	1098	0.00488171402403511
1892	"F"	"Blanche"	1094	0.00486393000208962
1892	"F"	"Lucy"	1057	0.0046994277990939
1892	"F"	"Alma"	1056	0.00469498179360753
1892	"M"	"Roy"	1048	0.00797230991594082
1892	"F"	"Fannie"	1031	0.00458383165644826
1892	"F"	"Mamie"	978	0.00434819336567061
1892	"F"	"Stella"	972	0.00432151733275239
1892	"F"	"Katherine"	961	0.00427261127240231
1892	"F"	"Dora"	960	0.00426816526691594
1892	"F"	"Mildred"	959	0.00426371926142957
1892	"M"	"Willie"	949	0.00721920048685862
1892	"M"	"Samuel"	902	0.00686166368719334
1892	"F"	"Nora"	899	0.00399695893224732
1892	"M"	"Earl"	888	0.00675516336388878
1892	"F"	"Maggie"	883	0.00392582284446539
1892	"F"	"Gladys"	867	0.00385468675668346
1892	"M"	"Louis"	865	0.0065801985470313
1892	"F"	"Viola"	833	0.00370352257014685
1892	"F"	"Esther"	824	0.00366350852076951
1892	"M"	"Joe"	819	0.00623026891331634
1892	"M"	"David"	813	0.00618462591761439
1892	"M"	"Carl"	808	0.00614659008786277
1892	"M"	"Ernest"	805	0.00612376859001179
1892	"M"	"Richard"	802	0.00610094709216082
1892	"F"	"Rosa"	796	0.00353902036715113
1892	"M"	"Charlie"	761	0.00578905328819748
1892	"F"	"Ellen"	760	0.00337896416964179
1892	"F"	"May"	753	0.00334784213123719
1892	"M"	"Paul"	747	0.00568255296489293
1892	"M"	"Ralph"	725	0.00551519531398577
1893	"F"	"Mary"	12784	0.056758496681244
1893	"M"	"John"	8049	0.0664986781229346
1893	"M"	"William"	7223	0.0596744877726371
1893	"F"	"Anna"	5695	0.0252847026439053
1893	"M"	"James"	5028	0.0415399867812293
1893	"M"	"George"	4320	0.0356906807666887
1893	"M"	"Charles"	3723	0.0307584269662921
1893	"F"	"Ruth"	3658	0.0162408151486226
1893	"F"	"Margaret"	3565	0.0158279130685728
1893	"F"	"Elizabeth"	3361	0.0149221923768508
1893	"F"	"Helen"	3249	0.0144249339578662
1893	"F"	"Florence"	3231	0.0143450174262437
1893	"F"	"Ethel"	3119	0.0138477590072591
1893	"M"	"Joseph"	2997	0.0247604097818903
1893	"F"	"Emma"	2968	0.0131773481030923
1893	"M"	"Frank"	2917	0.0240994712491738
1893	"F"	"Bertha"	2623	0.0116456145803272
1893	"M"	"Robert"	2563	0.0211748182419035
1893	"F"	"Clara"	2532	0.0112415921149022
1893	"F"	"Minnie"	2510	0.0111439163540302
1893	"F"	"Alice"	2434	0.0108064909982907
1893	"F"	"Edna"	2378	0.0105578617887984
1893	"F"	"Bessie"	2352	0.0104424267986769
1893	"M"	"Edward"	2309	0.0190763384005288
1893	"F"	"Grace"	2308	0.010247075276933
1893	"F"	"Annie"	2251	0.00999400626012831
1893	"F"	"Ida"	2247	0.00997624703087886
1893	"M"	"Harry"	2245	0.0185475875743556
1893	"F"	"Marie"	2212	0.00982085377494617
1893	"F"	"Lillian"	2193	0.00973649743601128
1893	"F"	"Mabel"	2191	0.00972761782138655
1893	"M"	"Henry"	2162	0.0178618638466623
1893	"M"	"Thomas"	2157	0.0178205551883675
1893	"F"	"Hazel"	2052	0.00911048460496814
1893	"F"	"Rose"	2012	0.00893289231247364
1893	"M"	"Walter"	2004	0.0165565102445473
1893	"F"	"Gertrude"	1811	0.00804049104268875
1893	"F"	"Martha"	1805	0.00801385219881457
1893	"F"	"Pearl"	1796	0.00797389393300331
1893	"F"	"Nellie"	1770	0.00785845894288188
1893	"F"	"Ella"	1760	0.00781406086975825
1893	"F"	"Myrtle"	1759	0.00780962106244589
1893	"F"	"Edith"	1733	0.00769418607232446
1893	"F"	"Laura"	1683	0.00747219570670633
1893	"F"	"Eva"	1668	0.00740559859702089
1893	"M"	"Arthur"	1635	0.0135079312623926
1893	"F"	"Sarah"	1632	0.00724576553377583
1893	"F"	"Frances"	1622	0.00720136746065221
1893	"F"	"Elsie"	1586	0.00704153439740715
1893	"M"	"Fred"	1493	0.0123347653668209
1893	"F"	"Carrie"	1451	0.0064421604102382
1893	"F"	"Louise"	1447	0.00642440118098875
1893	"F"	"Agnes"	1393	0.00618465158612116
1893	"F"	"Esther"	1382	0.00613581370568517
1893	"F"	"Julia"	1367	0.00606921659599973
1893	"M"	"Albert"	1353	0.0111781229345671
1893	"F"	"Lillie"	1351	0.00599817967900193
1893	"F"	"Catherine"	1335	0.00592714276200413
1893	"F"	"Hattie"	1315	0.00583834661575688
1893	"F"	"Cora"	1308	0.00580726796457034
1893	"F"	"Jennie"	1273	0.00565187470863765
1893	"F"	"Lena"	1261	0.00559859702088929
1893	"F"	"Mattie"	1257	0.00558083779163984
1893	"F"	"Jessie"	1216	0.00539880569183297
1893	"F"	"Maude"	1202	0.0053366483894599
1893	"F"	"Josephine"	1178	0.00523009301396319
1893	"M"	"Clarence"	1169	0.00965796430931923
1893	"F"	"Irene"	1111	0.0049326259240349
1893	"F"	"Blanche"	1075	0.00477279286078984
1893	"F"	"Mae"	1071	0.00475503363154039
1893	"F"	"Alma"	1055	0.00468399671454259
1893	"F"	"Ada"	1051	0.00466623748529314
1893	"F"	"Lucy"	1036	0.0045996403756077
1893	"F"	"Lula"	1034	0.00459076076098297
1893	"F"	"Gladys"	1017	0.00451528403667281
1893	"F"	"Mamie"	1011	0.00448864519279863
1893	"F"	"Mildred"	1008	0.00447532577086154
1893	"F"	"Fannie"	1003	0.00445312673429973
1893	"F"	"Katherine"	963	0.00427553444180523
1893	"F"	"Stella"	926	0.00411126157124781
1893	"M"	"Roy"	920	0.00760079312623926
1893	"F"	"Maggie"	886	0.0039336692787533
1893	"M"	"Willie"	882	0.00728684732319894
1893	"F"	"Dora"	877	0.00389371101294204
1893	"M"	"Samuel"	851	0.00703073364177131
1893	"F"	"Viola"	839	0.00372499833507226
1893	"F"	"Nora"	825	0.00366284103269918
1893	"F"	"Dorothy"	821	0.00364508180344973
1893	"M"	"Earl"	819	0.00676635822868473
1893	"M"	"Louis"	816	0.00674157303370787
1893	"F"	"Ellen"	798	0.00354296623526539
1893	"M"	"Ernest"	796	0.00657633840052875
1893	"F"	"Rosa"	790	0.00350744777676649
1893	"M"	"Carl"	786	0.00649372108393919
1893	"F"	"Ruby"	769	0.00341421182320687
1893	"M"	"Paul"	743	0.0061384666226041
1893	"M"	"Richard"	732	0.00604758757435558
1893	"M"	"David"	724	0.00598149372108394
1893	"M"	"Joe"	721	0.00595670852610707
1893	"F"	"Sadie"	706	0.00313450396252803
1894	"F"	"Mary"	13151	0.0557311884460868
1894	"M"	"John"	8238	0.0659578215824112
1894	"M"	"William"	7275	0.0582475299844673
1894	"F"	"Anna"	5565	0.0235833064939908
1894	"M"	"James"	5110	0.0409133853224231
1894	"M"	"George"	4365	0.0349485179906804
1894	"M"	"Charles"	3788	0.030328748258579
1894	"F"	"Margaret"	3701	0.0156840642110081
1894	"F"	"Helen"	3676	0.0155781194378994
1894	"F"	"Elizabeth"	3425	0.0145144339158883
1894	"F"	"Ruth"	3372	0.0142898309968979
1894	"F"	"Ethel"	3287	0.0139296187683284
1894	"F"	"Florence"	3233	0.0137007780584137
1894	"M"	"Joseph"	2977	0.0238354497269772
1894	"F"	"Emma"	2937	0.012446391944807
1894	"M"	"Frank"	2863	0.0229227049272206
1894	"F"	"Marie"	2649	0.0112259081585951
1894	"F"	"Clara"	2603	0.0110309697760751
1894	"F"	"Minnie"	2592	0.0109843540759073
1894	"F"	"Bessie"	2520	0.0106792331293543
1894	"M"	"Robert"	2497	0.019992313728002
1894	"F"	"Bertha"	2496	0.01057752614717
1894	"F"	"Edna"	2458	0.0104164900920448
1894	"F"	"Lillian"	2441	0.0103444476463309
1894	"F"	"Alice"	2414	0.0102300272913736
1894	"F"	"Annie"	2393	0.0101410336819623
1894	"F"	"Grace"	2361	0.0100054243723832
1894	"M"	"Henry"	2278	0.0182388829284696
1894	"F"	"Mabel"	2221	0.00941213364297459
1894	"F"	"Ida"	2195	0.00930195107894157
1894	"M"	"Harry"	2189	0.017526301461993
1894	"M"	"Edward"	2179	0.017446236128681
1894	"M"	"Thomas"	2170	0.0173741773287002
1894	"F"	"Rose"	2126	0.00900954350516163
1894	"F"	"Hazel"	2103	0.00891207431390165
1894	"M"	"Walter"	2010	0.0160931319957085
1894	"F"	"Martha"	1968	0.00833997253911481
1894	"F"	"Gertrude"	1908	0.00808570508365399
1894	"F"	"Edith"	1820	0.00771277948231146
1894	"F"	"Myrtle"	1818	0.00770430390046277
1894	"F"	"Pearl"	1789	0.0075814079636567
1894	"F"	"Frances"	1776	0.00752631668164019
1894	"F"	"Nellie"	1767	0.00748817656332107
1894	"F"	"Ella"	1761	0.00746274981777499
1894	"F"	"Laura"	1730	0.00733137829912024
1894	"F"	"Elsie"	1716	0.00727204922617938
1894	"M"	"Arthur"	1712	0.0137071850630114
1894	"F"	"Sarah"	1701	0.00720848236231417
1894	"F"	"Eva"	1673	0.00708982421643246
1894	"F"	"Esther"	1654	0.00700930618886987
1894	"F"	"Louise"	1571	0.00665756954214907
1894	"M"	"Fred"	1475	0.0118096366635174
1894	"F"	"Agnes"	1470	0.00622955265879003
1894	"F"	"Carrie"	1452	0.00615327242215178
1894	"M"	"Albert"	1447	0.0115854537302439
1894	"F"	"Lillie"	1432	0.00606851660366484
1894	"F"	"Catherine"	1430	0.00606004102181615
1894	"F"	"Lena"	1360	0.00576339565711186
1894	"F"	"Irene"	1347	0.00570830437509535
1894	"F"	"Hattie"	1325	0.00561507297475972
1894	"F"	"Julia"	1320	0.00559388402013798
1894	"F"	"Cora"	1319	0.00558964622921364
1894	"F"	"Gladys"	1258	0.00533114098282847
1894	"F"	"Josephine"	1256	0.00532266540097978
1894	"F"	"Mattie"	1238	0.00524638516434153
1894	"F"	"Mildred"	1220	0.00517010492770329
1894	"F"	"Jennie"	1210	0.00512772701845982
1894	"M"	"Clarence"	1185	0.00948774199746994
1894	"F"	"Alma"	1177	0.00498787991795637
1894	"F"	"Maude"	1144	0.00484803281745292
1894	"F"	"Mae"	1134	0.00480565490820945
1894	"F"	"Jessie"	1120	0.00474632583526859
1894	"F"	"Blanche"	1091	0.00462342989846253
1894	"F"	"Lucy"	1077	0.00456410082552167
1894	"F"	"Dorothy"	1052	0.004458156052413
1894	"F"	"Mamie"	1043	0.00442001593409388
1894	"F"	"Lula"	1042	0.00441577814316953
1894	"F"	"Stella"	1035	0.0043861136066991
1894	"F"	"Ada"	1018	0.0043140711609852
1894	"M"	"Roy"	1018	0.00815065093115983
1894	"F"	"Fannie"	1003	0.00425050429712
1894	"M"	"Willie"	986	0.00789444186456148
1894	"F"	"Katherine"	948	0.00401742579628091
1894	"F"	"Viola"	906	0.00383943857745834
1894	"M"	"Earl"	896	0.00717385386475364
1894	"F"	"Maggie"	895	0.00379282287729053
1894	"F"	"Ruby"	874	0.00370382926787924
1894	"M"	"Louis"	869	0.00695767746481129
1894	"M"	"Carl"	861	0.0068936251981617
1894	"F"	"Nora"	854	0.0036190734493923
1894	"F"	"Dora"	827	0.00350465309443493
1894	"M"	"Paul"	824	0.00659738346490736
1894	"M"	"Ernest"	821	0.00657336386491377
1894	"M"	"Richard"	808	0.00646927893160819
1894	"F"	"Rosa"	780	0.00330547692099063
1894	"M"	"Samuel"	776	0.00621306986500985
1894	"M"	"Raymond"	767	0.00614101106502906
1894	"F"	"May"	763	0.00323343447527673
1894	"F"	"Ellen"	759	0.00321648331157934
1894	"F"	"Sadie"	745	0.00315715423863848
1895	"F"	"Mary"	13446	0.0544127942503571
1895	"M"	"John"	8321	0.0657028251977954
1895	"M"	"William"	7277	0.0574593749506498
1895	"F"	"Anna"	5950	0.0240782482366224
1895	"M"	"James"	5335	0.0421252941269365
1895	"M"	"George"	4289	0.033866051829509
1895	"F"	"Helen"	4023	0.0162801332194844
1895	"F"	"Margaret"	3931	0.0159078308938089
1895	"M"	"Charles"	3633	0.0286862593370497
1895	"F"	"Elizabeth"	3603	0.0145804921674875
1895	"F"	"Ruth"	3551	0.0143700604181926
1895	"F"	"Florence"	3471	0.0140463192654313
1895	"F"	"Ethel"	3391	0.01372257811267
1895	"M"	"Frank"	3012	0.0237828277245235
1895	"F"	"Marie"	3011	0.0121848076370538
1895	"M"	"Joseph"	2992	0.0236249072217046
1895	"F"	"Emma"	2952	0.0119460485368923
1895	"M"	"Robert"	2635	0.0208060262463876
1895	"F"	"Bertha"	2626	0.01062680333939
1895	"F"	"Clara"	2613	0.0105741954020663
1895	"F"	"Minnie"	2567	0.0103880442392285
1895	"F"	"Edna"	2560	0.0103597168883619
1895	"F"	"Bessie"	2542	0.0102868751289906
1895	"F"	"Lillian"	2495	0.0100966772017433
1895	"F"	"Alice"	2457	0.00994290015418172
1895	"F"	"Grace"	2448	0.00990647927449608
1895	"F"	"Annie"	2390	0.00967176693874413
1895	"F"	"Mabel"	2359	0.00954631724204912
1895	"F"	"Rose"	2262	0.00915378109432603
1895	"F"	"Hazel"	2252	0.00911331345023087
1895	"M"	"Henry"	2221	0.0175370718380367
1895	"M"	"Edward"	2203	0.0173949433854997
1895	"F"	"Ida"	2170	0.00878147876865053
1895	"M"	"Thomas"	2153	0.0170001421284525
1895	"F"	"Gertrude"	2129	0.00861556142786035
1895	"M"	"Harry"	2128	0.0168027414999289
1895	"F"	"Martha"	2096	0.00848201820234631
1895	"M"	"Walter"	2015	0.0159104906590023
1895	"F"	"Pearl"	1958	0.00792356471383305
1895	"F"	"Edith"	1940	0.00785072295446176
1895	"F"	"Myrtle"	1938	0.00784262942564273
1895	"F"	"Frances"	1834	0.00742176592705302
1895	"F"	"Nellie"	1833	0.00741771916264351
1895	"F"	"Esther"	1803	0.00729631623035802
1895	"F"	"Elsie"	1795	0.00726394211508189
1895	"F"	"Sarah"	1777	0.00719110035571059
1895	"F"	"Eva"	1767	0.00715063271161543
1895	"F"	"Ella"	1693	0.00685117214531122
1895	"M"	"Arthur"	1666	0.0131547778848128
1895	"F"	"Laura"	1643	0.0066488339248354
1895	"F"	"Louise"	1582	0.0064019812958549
1895	"F"	"Catherine"	1514	0.00612680131600779
1895	"M"	"Fred"	1483	0.01170980528402
1895	"F"	"Mildred"	1474	0.00596493073962713
1895	"F"	"Agnes"	1466	0.005932556624351
1895	"F"	"Gladys"	1464	0.00592446309553197
1895	"F"	"Carrie"	1463	0.00592041633112245
1895	"F"	"Irene"	1428	0.00577877957678938
1895	"F"	"Lillie"	1414	0.00572212487505615
1895	"M"	"Albert"	1391	0.0109833709710532
1895	"F"	"Julia"	1380	0.00558453488513259
1895	"F"	"Hattie"	1338	0.0054145707799329
1895	"F"	"Josephine"	1334	0.00539838372229484
1895	"M"	"Clarence"	1325	0.0104622333117509
1895	"F"	"Jessie"	1300	0.00526079373237128
1895	"F"	"Cora"	1295	0.0052405599103237
1895	"F"	"Lena"	1289	0.0052162793238666
1895	"F"	"Mattie"	1276	0.00516367138654289
1895	"F"	"Mae"	1193	0.00482778994055303
1895	"F"	"Jennie"	1177	0.00476304171000077
1895	"F"	"Blanche"	1156	0.00467805965740093
1895	"F"	"Alma"	1144	0.00462949848448673
1895	"F"	"Maude"	1136	0.0045971243692106
1895	"F"	"Dorothy"	1127	0.00456070348952495
1895	"F"	"Ada"	1124	0.0045485631962964
1895	"F"	"Mamie"	1119	0.00452832937424882
1895	"M"	"Willie"	1071	0.00845664292595108
1895	"M"	"Roy"	1028	0.00811711384489048
1895	"F"	"Stella"	1026	0.0041519802841638
1895	"F"	"Lucy"	1016	0.00411151264006863
1895	"F"	"Fannie"	1012	0.00409532558243057
1895	"F"	"Viola"	1010	0.00408723205361154
1895	"F"	"Lula"	987	0.00399415647219266
1895	"F"	"Katherine"	968	0.00391726794841185
1895	"F"	"Ruby"	954	0.00386061324667862
1895	"M"	"Paul"	933	0.0073669914565008
1895	"M"	"Louis"	913	0.00720907095368192
1895	"F"	"Maggie"	890	0.00360162032446957
1895	"F"	"Dora"	884	0.00357733973801247
1895	"F"	"Marion"	856	0.00346403033454601
1895	"M"	"Earl"	852	0.00672741342008433
1895	"M"	"Carl"	851	0.00671951739494339
1895	"F"	"Nora"	846	0.00342356269045085
1895	"M"	"Ernest"	834	0.00658528496754734
1895	"F"	"Rosa"	832	0.00336690798871762
1895	"F"	"Sadie"	829	0.00335476769548907
1895	"F"	"Beatrice"	814	0.00329406622934633
1895	"M"	"Samuel"	814	0.00642736446472846
1895	"M"	"Raymond"	806	0.0063641962636009
1895	"M"	"Charlie"	767	0.00605625128310409
1896	"F"	"Mary"	13811	0.0548066429889482
1896	"M"	"John"	8139	0.0630553855450623
1896	"M"	"William"	7747	0.0600184386064132
1896	"F"	"Anna"	5860	0.023254429651382
1896	"M"	"James"	5207	0.0403402620141466
1896	"F"	"Helen"	4392	0.0174289172404214
1896	"M"	"George"	4286	0.0332049861710452
1896	"F"	"Margaret"	4051	0.0160757157880117
1896	"F"	"Ruth"	3905	0.0154963392130796
1896	"M"	"Charles"	3640	0.0282002215731695
1896	"F"	"Ethel"	3502	0.013897101132959
1896	"F"	"Elizabeth"	3471	0.0137740828191036
1896	"F"	"Florence"	3323	0.0131867695787615
1896	"F"	"Marie"	3087	0.0122502430603782
1896	"M"	"Joseph"	3051	0.023637053851577
1896	"F"	"Emma"	2872	0.0113970515288002
1896	"M"	"Frank"	2845	0.0220411072460624
1896	"M"	"Robert"	2719	0.0210649457300681
1896	"F"	"Lillian"	2702	0.0107224349689478
1896	"F"	"Alice"	2652	0.0105240183336971
1896	"F"	"Edna"	2604	0.0103335383638564
1896	"F"	"Clara"	2582	0.0102462350443461
1896	"F"	"Bertha"	2565	0.0101787733883609
1896	"F"	"Minnie"	2530	0.0100398817436854
1896	"F"	"Grace"	2485	0.00986130677195976
1896	"F"	"Bessie"	2435	0.00966289013670906
1896	"F"	"Annie"	2358	0.00935732851842298
1896	"F"	"Rose"	2341	0.00928986686243775
1896	"M"	"Edward"	2296	0.01778783206923
1896	"F"	"Mabel"	2283	0.00905970356554694
1896	"F"	"Hazel"	2226	0.00883350860136114
1896	"F"	"Gertrude"	2221	0.00881366693783607
1896	"M"	"Henry"	2183	0.0169123856302827
1896	"F"	"Ida"	2159	0.0085676303101252
1896	"F"	"Pearl"	2101	0.00833746701323439
1896	"M"	"Harry"	2091	0.0161996327773345
1896	"M"	"Thomas"	2088	0.0161763908364775
1896	"F"	"Martha"	2022	0.00802396872953829
1896	"M"	"Walter"	2017	0.0156263315695283
1896	"F"	"Esther"	1964	0.00779380543264747
1896	"F"	"Frances"	1964	0.00779380543264747
1896	"F"	"Edith"	1932	0.00766681878608703
1896	"F"	"Myrtle"	1928	0.00765094545526697
1896	"F"	"Elsie"	1878	0.00745252882001627
1896	"M"	"Arthur"	1821	0.0141078581002038
1896	"F"	"Eva"	1779	0.00705966388221989
1896	"F"	"Gladys"	1757	0.00697236056270958
1896	"F"	"Nellie"	1696	0.00673029226770372
1896	"F"	"Sarah"	1691	0.00671045060417865
1896	"F"	"Ella"	1683	0.00667870394253854
1896	"F"	"Laura"	1665	0.00660727395384829
1896	"F"	"Agnes"	1654	0.00656362229409314
1896	"F"	"Mildred"	1620	0.00642869898212266
1896	"F"	"Catherine"	1594	0.0063255223317923
1896	"F"	"Irene"	1593	0.00632155399908728
1896	"F"	"Louise"	1531	0.00607551737137642
1896	"F"	"Lillie"	1483	0.00588503740153574
1896	"M"	"Albert"	1434	0.0111096477296497
1896	"F"	"Julia"	1407	0.00558344411595468
1896	"M"	"Fred"	1393	0.0107920078712706
1896	"F"	"Carrie"	1388	0.00550804579455942
1896	"F"	"Dorothy"	1366	0.00542074247504911
1896	"F"	"Hattie"	1320	0.00523819917061846
1896	"F"	"Lena"	1318	0.00523026250520844
1896	"F"	"Mattie"	1288	0.00511121252405802
1896	"F"	"Josephine"	1256	0.00498422587749757
1896	"M"	"Clarence"	1254	0.00971513127822927
1896	"F"	"Alma"	1243	0.00493263755233239
1896	"F"	"Cora"	1204	0.00477787257683684
1896	"F"	"Jennie"	1178	0.00467469592650648
1896	"F"	"Blanche"	1150	0.00456358261076609
1896	"F"	"Mae"	1148	0.00455564594535606
1896	"F"	"Maude"	1104	0.00438103930633544
1896	"F"	"Jessie"	1103	0.00437707097363043
1896	"M"	"Willie"	1092	0.00846006647195085
1896	"F"	"Mamie"	1081	0.00428976765412012
1896	"F"	"Lucy"	1074	0.00426198932518502
1896	"F"	"Stella"	1054	0.00418262267108474
1896	"F"	"Katherine"	1047	0.00415484434214965
1896	"F"	"Viola"	1047	0.00415484434214965
1896	"F"	"Ada"	1041	0.00413103434591956
1896	"M"	"Roy"	1027	0.00795649108671568
1896	"F"	"Lula"	1012	0.00401595269747416
1896	"F"	"Fannie"	1001	0.003972301037719
1896	"F"	"Ruby"	994	0.0039445227087839
1896	"F"	"Marion"	987	0.00391674437984881
1896	"M"	"Paul"	964	0.00746841032871852
1896	"M"	"Earl"	892	0.00691060374815033
1896	"F"	"Dora"	874	0.00346832278418223
1896	"F"	"Maggie"	871	0.00345641778606718
1896	"M"	"Louis"	871	0.00674791016215127
1896	"F"	"Beatrice"	870	0.00345244945336217
1896	"M"	"Harold"	862	0.00667818433958025
1896	"M"	"Raymond"	859	0.00665494239872324
1896	"M"	"Carl"	852	0.00660071120339022
1896	"F"	"Nora"	844	0.00334927280303181
1896	"M"	"Richard"	833	0.00645351224462918
1896	"F"	"Sadie"	827	0.00328181114704657
1896	"F"	"Ellen"	811	0.00321831782376634
1896	"F"	"Rosa"	808	0.0032064128256513
1897	"F"	"Mary"	13413	0.0540241181256495
1897	"M"	"John"	7550	0.0619141730152612
1897	"M"	"William"	7199	0.0590357790115054
1897	"F"	"Anna"	5429	0.0218666172596847
1897	"M"	"James"	5113	0.0419294260433153
1897	"F"	"Helen"	4519	0.0182013710437493
1897	"F"	"Margaret"	4146	0.0166990228695253
1897	"M"	"George"	4078	0.0334418539809583
1897	"F"	"Ruth"	3878	0.0156195877202169
1897	"F"	"Elizabeth"	3442	0.0138634917310434
1897	"F"	"Florence"	3369	0.0135694664851497
1897	"M"	"Charles"	3341	0.0273980466283428
1897	"F"	"Ethel"	3182	0.0128162785264905
1897	"F"	"Marie"	3078	0.0123973932446693
1897	"M"	"Joseph"	2827	0.0231829625316746
1897	"M"	"Frank"	2726	0.0223547067072321
1897	"M"	"Robert"	2701	0.0221496928893007
1897	"F"	"Emma"	2698	0.0108668508687842
1897	"F"	"Lillian"	2683	0.0108064347223677
1897	"F"	"Edna"	2567	0.0103392165234133
1897	"F"	"Bertha"	2502	0.010077413222275
1897	"F"	"Grace"	2458	0.00990019252611991
1897	"F"	"Clara"	2454	0.00988408155374218
1897	"F"	"Alice"	2431	0.00979144346257018
1897	"F"	"Bessie"	2407	0.00969477762830376
1897	"F"	"Hazel"	2339	0.00942089109788221
1897	"F"	"Rose"	2316	0.00932825300671022
1897	"F"	"Annie"	2307	0.00929200331886031
1897	"F"	"Minnie"	2284	0.00919936522768832
1897	"F"	"Mabel"	2222	0.00894964515583338
1897	"F"	"Gertrude"	2135	0.00859923150661758
1897	"M"	"Edward"	2121	0.0173933723132939
1897	"F"	"Ida"	2108	0.00849048244306785
1897	"F"	"Pearl"	2076	0.00836159466404595
1897	"M"	"Henry"	1994	0.0163519021182028
1897	"F"	"Martha"	1990	0.00801520875792459
1897	"M"	"Thomas"	1980	0.0162370943801612
1897	"F"	"Frances"	1975	0.00795479261150807
1897	"F"	"Esther"	1911	0.00769701705346426
1897	"M"	"Walter"	1895	0.0155400473991947
1897	"M"	"Harry"	1879	0.0154088385557187
1897	"F"	"Myrtle"	1833	0.00738285309209837
1897	"F"	"Edith"	1823	0.00734257566115403
1897	"F"	"Elsie"	1763	0.00710091107548796
1897	"F"	"Gladys"	1737	0.00699618975503266
1897	"F"	"Mildred"	1723	0.00693980135171058
1897	"F"	"Sarah"	1713	0.00689952392076624
1897	"F"	"Eva"	1709	0.0068834129483885
1897	"F"	"Ella"	1708	0.00687938520529407
1897	"F"	"Nellie"	1693	0.00681896905887755
1897	"M"	"Arthur"	1647	0.0135063103253159
1897	"F"	"Irene"	1587	0.0063920282908675
1897	"F"	"Laura"	1585	0.00638397280467863
1897	"F"	"Agnes"	1579	0.00635980634611202
1897	"F"	"Louise"	1563	0.00629536245660107
1897	"F"	"Catherine"	1511	0.00608591981569048
1897	"F"	"Dorothy"	1472	0.00592883783500753
1897	"F"	"Lillie"	1401	0.00564286807530268
1897	"F"	"Julia"	1380	0.00555828547031956
1897	"M"	"Albert"	1377	0.0112921610916576
1897	"F"	"Carrie"	1365	0.00549786932390304
1897	"M"	"Fred"	1301	0.0106689190851463
1897	"F"	"Josephine"	1267	0.00510315050064847
1897	"F"	"Hattie"	1251	0.00503870661113752
1897	"F"	"Cora"	1246	0.00501856789566534
1897	"F"	"Lena"	1239	0.0049903736940043
1897	"F"	"Alma"	1213	0.00488565237354901
1897	"M"	"Clarence"	1201	0.00984886381342102
1897	"F"	"Jessie"	1191	0.00479704202547145
1897	"F"	"Mattie"	1181	0.0047567645945271
1897	"M"	"Willie"	1151	0.00943883617755837
1897	"F"	"Mae"	1144	0.00460773810003303
1897	"F"	"Blanche"	1092	0.00439829545912244
